emo_id,user_comments
1317,了 中国 是 人 # 有 疫情 美国 能 新冠 会 @ 国家 在 肺炎 说 要 去 到 病毒 发布 媒体 吗 大 上 应该 历史 武汉 做 看 真的 纪事 没有 问题 多 传人 时间 希望 驻华 大使馆 及时 加油 抗疫 值得 政府 信息 为 看看 需要 好
1318,是 中国 了 人 有 为 国家 能 来 好 真的 祖国 大 要 说 会 人民 看 疫情 到 可以 感动 还有 伟大 骄傲 做 加油 去 🇨🇳 哭 厉害 让 想 世界 给 多 上 自豪 安哥拉 知道 强大 利益 安哥 石油 还 起来 农村 朋友 ][ 看到
1319,中国 国家 有 是 大国 美国 会 人 人民 风范 🇨🇳 援助 祖国 大 好 为 要 ～ # 说 担当 真的 帮助 中华 世界 提供 多 想 传统 能 全世界 应该 企业 让 国际 政府 真是 组织 民族 做 没有 知道 美德 看 加油 投桃报李 全球 钱 上 骄傲
1320,了 是 中国 人 有 # 好 国家 回来 世界 会 能 要 疫情 说 都 就 @ 大国 可以 给 真的 在 新冠 没有 看 肺炎 三观 祖国 为 吗 中药 去 上 公开 美国 来 人员 多 想 觉得 应该 回国 希望 还 知道 方案 让 大 提供
1321,了 日本 中国 是 韩国 能 钉钉 要 疫情 吗 有 放假 急 开学 加油 物资 起来 口罩 给 国家 重视 说 人 上 好 快点 可以 希望 放 到 去 会 帮助 买 大国 开始 大学 捐 让 网课 仓库 想 应该 @ 来 严重 ][ 做 学校 作业
1322,平安 中国 了 要 是 归来 好 柬埔寨 广西 加油 人 去 人员 回来 医护 保护 世界 能 请 疫情 真的 安全 国家 支援 省 有 国 大国 希望 辛苦 注意 医疗队 会 大 到 援助 在 人民 可以 让 照顾 风范 包 为 医生 时候 医疗 全世界 白衣 说
1323,中国 了 是 美国 有 真的 吗 国家 说 病毒 要 好 人 让 大国 世界 就 @ 会 能 可以 不是 上 网课 特效药 加油 风范 疫情 : 特朗普 八国联军 🇨🇳 应该 在 没有 口罩 求助 来 想 看 经验 戴 疫苗 给 丹麦 总统 自由 人民 欧洲 国际
1324,喝 咖啡 是 了 人 中国 多 有 好 @ 要 会 喝茶 大 星巴克 喜欢 茶叶 爱 国家 买 茶 真的 奶茶 速溶 去 消费量 高 来 提神 产量 榜单 没有 ☕️ 黑 说 在 能 图 上 全球 瑞幸 看 感觉 咖啡因 没 杯 基数 看到 看看 想
1325,了 加油 是 中国 看 有 比赛 能 国足 不错 踢 国奥 韩国 要 真的 足球 好 球员 中国队 在 人 上 可以 玉宁 说 输 可惜 继续 希望 没有 张 真 努力 绝杀 死亡 去 看到 支持 还有 国奥队 确实 赢 到 多 吗 组 差 会 韩国队 机会
1326,了 是 中国 足球 有 国足 能 人 伊朗 会 没有 加油 要 看 好 输 没 添堵 踢 赢 让 来 国奥 上 多 点球 不错 可以 发挥 还有 给 ❗❗ 媒体 说 应该 球员 还 正常 去 稳定 世界 想 做 一样 裁判 中国队 知道 到 支持 球
1327,了 是 中国 能 国足 足球 有 孩子 叙利亚 输 看 人 吗 赢 踢 好 说 要 没有 让 上 还 去 在 多 中国队 会 拿 还有 球员 比赛 给 到 加油 想 新闻 大 # 温暖 男足 时候 钱 知道 真是 踢球 工资 算 世界 来 为
1328,了 是 中国 人 有 口罩 国家 疫情 病毒 人民 好 戴 能 世界 说 要 希望 没有 可能 会 到 台湾 真的 上 医院 可以 担心 外国人 做 朝鲜 德国 图 大 确诊 网友 去 人类 全世界 多 全球 攻击 来 丹麦 命运 调侃 发现 看 可怕 国旗 …
1329,了 是 人 武汉 有 专家 瞒报 说 去 要 能 会 专家组 国家 没有 到 疫情 调查 让 湖北 应该 全国 可以 传人 大 人员 政府 责任 中央 病毒 知道 百姓 地方 不是 甩锅 为 多 来 谁 没 情况 专业 部门 … 个人 人民 想 上报 感染 那
1330,中国 是 人 了 有 要 疫情 可以 国家 病毒 好 真的 外国人 会 让 在 能 政府 说 来 条例 到 民族 反对 控制 想 起来 做 : 口罩 美国 加油 希望 为 居留 人民 病例 全球 没有 应该 能够 谁 台湾 新增 坚决 支持 去 意见 中华 老师
1331,了 中国 是 人 有 能 疫情 要 会 输入 让 吧 确诊 好 医生 国家 病例 多 在 口罩 真的 可以 病毒 加油 世界 严防 说 检测 控制 自由 来 日本 想 全球 应该 新冠 韩国 希望 一样 台湾 去 隔离 看 起来 戴 政府 到 : 没有 做
1332,了 中国 是 疫情 # 人 有 要 能 国家 世界 全球 希望 条例 控制 加油 外国人 会 吗 病毒 让 反对 在 可以 新冠 好 去 居留 隔离 病例 结束 输入 管理 口罩 确诊 多 人民 美国 真的 韩国 说 重视 想 到 肺炎 瘟疫 公司 看 全世界 没有
1333,是 了 中国 人 有 上班 投票 疫情 想 让 好 能 法国 可以 会 病毒 人员 希望 多 上 世界 去 看 国家 输入 罢工 说 反对 政府 条例 要 因素 没有 病例 工作 外国人 决定 公司 游客 自由 肺炎 员工 确诊 控制 还要 瘟疫 社会 防疫 新冠 到
1334,了 中国 是 # 口罩 要 人 有 好 国家 疫情 能 希望 真的 上 确诊 会 控制 戴 加油 新冠 世界 多 人民 肺炎 全球 抗疫 病例 人员 说 可以 注意 买 病毒 时候 没有 意大利 大 @ 下巴 到 为 输入 美国 祖国 安全 让 累计 爆发 人数
1335,了 人口 是 人 多 中国 有 来 故宫 能 到 要 在 会 说 孩子 多少 报道 国家 想 应该 大 生 开车 好 问题 进 出来 去 没有 让 增长 上 大陆 # 为 可以 水稻 给 数据 真的 报到 突破 可 生育 钱 那 社会 大国 世界
1336,🙏🙏 地震 有 是 了 🙏 # 菩萨 中国 保佑 没有 @ 专家 大佛 台网 阿弥陀佛 安徽 还有 反邪教 观音 能 大 佛 叫 发生 普陀山 过 人类 陀佛 预警 联系 余震 正常 了解 高飞 南无阿弥 雄鹰 带上 大陆 地壳 保护 看 南海 记录 无量 分享 感谢 健康 处于 属
1337,了 致敬 是 中国 有 天眼 人 南仁东 南老 先生 去 能 在 🙏🙏 看 国家 为 会 地球 想 可以 好 看到 外星人 让 伟大 缅怀 真的 科研 多 怀念 宇宙 人类 开放 发现 南仁 厉害 上 要 正式 科学家 脊梁 运行 科技 大 知道 英雄 到 天文 父
1338,了 是 人 新加坡 应该 有 吧 丢人 中国 病毒 法律 回来 让 去 @ 隐瞒 要 鞭刑 希望 好 会 吗 可以 做 活该 直接 武汉 说 丢到 还 起诉 没有 真是 给 丢 谎报 到 国家 瞒报 多 来 真的 能 丢脸 该 害人 想 起来 请 还有
1339,加油 冰壶 中国 是 中国队 看 比赛 恭喜 棒 女子 有 祝贺 没有 为 🎉 🇨🇳 要 继续 冠军 女队 小姐姐 好 懂 厉害 体育 冰壶队 姐们 喜欢 壶 想 可爱 运动员 骄傲 可以 能 ][ 像 项目 运动 获取 取得 玩 搞 滑 棒棒 特别 👍 进取 高位截瘫 知识
1340,是 中国 孩子 有 人 好 真的 会 善良 要 口罩 小 男孩 少年 给 可以 世界 加油 巴基斯坦 老人 能 祖国 ❤️ 为 强则 过来 帮 去 看到 爱心 巴铁 想 做 注意 素质 留学生 友谊 暖心 感动 强 棒 说 中巴 觉得 女孩 发 不同 真是 需要 疫情
1341,女排 中国 是 加油 精神 恭喜 🇨🇳 为 # 感动 世界 ][ 赢 会 希望 有 冠军 朱婷 到 @ 爱 婷队 努力 祖国 看到 好 人 国旗 拼搏 [ 升 国足 致敬 偶像 激励 起来 一代 国家 让 队长 冯坤 棒 能 喜欢 人物 总会 婷 说 真的 骄傲
1342,女排 了 中国 是 支持 维权 朱婷 # 有 粉丝 电影 。。 会 琪 造谣 人 @ 能 说 惠若 加油 请 来 队员 多 要 给 真的 去 排球 精神 雅迪 没有 队长 停止 让 爱 看 商家 个人 谁 为 真 哦 猪粪 出来 带 哈哈 好 行为
1343,女篮 肖战 了 @ 中国 少年团 加油 X玖 DAYTOY 是 优秀 有 人 哥哥 来 战战 ][ 快 能 韩国 看 男篮 姑娘 厉害 喜欢 工作室 让 好 会 女排 可以 要 # 棒 应该 强大 姑娘们 在 哦 睡 回复 哈哈 比赛 吸引 情敌 加油] 没有 看看 篮球 牛逼
1344,女篮 中国 加油 了 是 # 男篮 东京 棒 ][ 好 看 恭喜 🇨🇳 牛逼 主席 说 消息 要 真的 来 为 笑 有 人 🉑🉑 可以 女子 开心 赢 姚明 篮球 让 进军 加油] 能 @ 姑娘们 姚 西班牙 世界 好样 祝贺 评论 希望 武汉 哭 会 女人 看到
1345,能 比赛 是 有 加油 待遇 为 低 孙雯 看 要 真的 感觉 出 水庆霞 事件 艾 上场 市场 体育 范运杰 高红 刘爱玲 指标 紧身 短裤 澳大利亚 关注度 。国 姐姐 颜值 多 流量 ง 球员 跨步 准备 •̀_•́)ง 2号 紧张 进入 支持 才能 压腿 边 后卫 热门流 身材 曝光 归位
1346,加油 中国 给 添麻烦 恢复 隔离 理解 多余 自称 麻烦 带来 取得 期待 注意 能 去 大 吃果 蝠拍 人 ][ ( ง 工作 配合 没 博主 主播 难关 共度 办法 封杀 玫瑰 成绩 好 出线 视频 希望 支持 •̀_•́)ง [ 加油] 可以 起来 伤害 全国 应该 铿锵 哎 加油💪
1347,PAD
1348,美国 了 是 关税 @ 中国 出口 # 有 让 消毒剂 能 会 要 说 进口 加征 看 稀土 医疗 还 : 给 疫情 没有 在 特朗普 大 操作 想 好 懂 免 资本 新闻 医用 物资 黄金 看到 清单 老美 人 商品 // 波 喝 全员 哈哈 真的 济南
1349,美国 了 是 中国 有 人 让 说 要 。。 赔偿 能 国家 多 病毒 会 好 就 给 口罩 去 没有 世界 找 还 买 敢 应该 想 不要脸 问题 甩锅 可以 真的 疫情 做 谁 继续 对 东西 来 要求 囤 出来 耿爽 到 农夫 生产 卖 怼
1350,了 是 中国 医护 有 辛苦 人员 真的 好 人 大 兔子 能 多 要 喝 穿 感染 想 可以 看 口罩 钱 会 觉得 小钱 防护 可口可乐 去 说 国家 上 没有 花家 伟大 戴 在 还 ⁶⁶ 感觉 难受 来 到 让 吗 视频 致敬 小 医生 看到
1351,"是 中国 # 外国人 日本 条例 人 反对 居留 管理 坚决 能 加油 国家 好 疫情 有 会 可以 捐 希望 口罩 民族 难关 人民 到 买 , 上 只能 黑人 在 @ 应该 中华 时候 发展 ‼️ 让 大国 转移 武汉 物资 时 民众 为 起来 帮助 说 互助"
1352,了 网络 是 会 广州 可以 有 好 要 安全 中国 来 在 直播 为 疫情 表示 平台 不错 方方 : 看 举行 上 科技 真的 5G 加油 打赢 微博 主播 新 方式 带货 没 注意 进步 人 到 买 贸易战 @ 国家 经济 市场 大 搞 发展 走向 日记
1353,英国 是 中国 去 人 要 有 好 支援 留学生 平安 山东 医疗 回来 祖国 想 让 国家 工作组 美国 能 加油 到 时候 帮 归来 救 保护 华人 会 专家 进行 疫情 物资 工作 交流 应该 看 回国 没有 为 觉得 可以 大国 安全 说 高 ][ 办法 华侨
1354,是 了 美国 人 电脑 有 中国 要 去 抢 黑人 重要 笔记本 尼哥 在 抢劫 安全 说 能 应该 资料 可惜 真的 工程师 会 歧视 安息 好 多 种族 可能 没有 星巴克 让 不是 歹徒 🙏🙏 逝者 可以 工作 东西 生命 追 该 备份 没 保护 愿 干 希望
1355,了 是 美国 中国 国家 钱 能 人 要 有 说 疫情 多 还 好 人民 没有 真的 给 去 大国 还有 # 世界 评论 捐 看 做 为 组织 政府 想 会 上 老百姓 到 发 来 甩锅 就 风范 底层 捐款 时候 帮助 让 看看 世卫 工资 失业
1356,了 是 美国 中国 口罩 能 会 人 提供 有 说 记得 # 国家 给 好 多 买 要 大国 可以 让 希望 捐 去 到 想 捐赠 卖 蛇 做 疫情 帮 美帝 可能 还 白眼狼 农夫 感恩 时候 看 免费 风范 没有 一样 应该 良心 钱 觉得 真的
1357,了 中国 是 国家 美国 有 要 能 疫情 人 会 好 援助 加油 人员 去 希望 大国 世界 可以 意大利 口罩 多 真的 医护 做 在 给 杨幂 帮助 说 病毒 上 物资 帮 人民 大 来 还 风范 人类 为 应该 让 🇨🇳 西班牙 想 台湾 捐赠 时候
1358,祖国 了 中国 是 有 海军 安全感 强大 人民 好 🇨🇳 @ 加油 在 # 能 人 骄傲 哭 为 给 看 ][ 听到 激动 声音 想 亚丁湾 上 到 国家 护航 后盾 帆船 大 真的 感动 解放军 可以 [ 航行 自豪 呜呜 船长 点赞 大海 军舰 感受 还有 对话
1359,朱一龙 # @ 公益 鹿晗 正能量 龙益路 评论 易烊 💚 朱一 杨洋 王源 同行 前行 做 益路 配图 是 明星 先生 起来 演员 中国 千玺 社会 人 加油 有 跟着 小 影视 玺益 传递 ][ YS 💛 好 [ TFBO 易 优秀 烊千 为 - ✨✨ 棒 责任 成塔 💚💚
1360,中医 了 是 中药 中国 有 就 好 能 人 中医药 国家 要 美国 去 说 看 真的 文化 需要 西医 会 来 可以 多 让 没有 在 疫情 大 为 输出 黑 世界 时候 记者 应该 想 吃 做 大国 觉得 搞 好的 到 有效 用 韩国 全世界 科学
1361,中国 了 是 为 人 致敬 祖国 厉害 加油 有 能 阿中 国家 阿中哥哥 🇨🇳 看 伟大 在 科学家 脊梁 世界 科技 上 出 技术 做 让 说 爱 要 没有 真的 好 大国 ][ 应该 可以 磁体 ( 到 科研 棒 国 大 点赞 科学 会 科学家们 工作者 复兴
1362,中国 专利 是 加油 申请 有 要 能 大 多 数量 会 成 质量 人 看 真的 🇨🇳 继续 世界 # @ 好 技术 国际 产权 中华 没有 发明 知识 美国 保护 做 核心 希望 知道 让 中医 速度 公司 国家 到 起来 来源国 : 科技 祖国 ][ 强国 超过
1363,中国 是 英雄 致敬 人 抗疫 为 看 人民 🇨🇳 加油 @ # 伟大 疫情 感谢 好 无恙 让 平凡 有 山河 华夏 会 祖国 ][ 愿 图卷 爱 哭 真的 一线 没有 国家 起来 民族 人员 看到 感动 眼泪 历史 来 视频 要 辛苦 悔入 可以 画 英雄们 无
1364,中国 美国 了 是 人 口罩 给 有 要 会 国家 说 提供 让 @ 能 真的 买 想 白眼狼 去 政府 做 没有 小 知道 捐 大国 应该 看 多 好 帮助 出口 人民 到 为 : 时候 来 物资 需要 免费 还 意思 贴 上 热脸 疫情 送
1365,了 是 中国 人 伊朗 平安 要 有 好 加油 去 国家 会 在 能 疫情 做 说 没有 人民 大 希望 归来 到 还 回来 外国人 可以 给 还有 赢家 湖北 考试 视频 多 评论 反对 世界 没 大国 安全 说明 红十字会 请 让 知道 外国 起来 上 🙏🙏
1366,了 中国 是 法国 国家 有 人 能 援助 会 要 好 给 丹麦 就 加油 物资 口罩 吧 疫情 让 看 还 病毒 说 在 政府 真的 可以 人民 多 欧洲 美国 希望 去 大 觉得 上 世界 塞尔维亚 大国 想 全世界 到 帮 应该 坚于 文化 不是 时候
1367,是 羊 蒙古国 送 疫情 中国 想 等 美国 // 市场 : 事 羊肉 国家 可能 物资 味道 带 会 抗疫? 开 阳光 反赠 医疗 能 送到 主席 时候 反华 来 视频 邻里 肥 🐑养 生产 热搜 羊都 上 赶 小羊 有 用 过来 互助 资料 内蒙 羊送 全世界 打开
1368,"了 是 中国 塞尔维亚 总统 平安 加油 要 国家 好 归来 能 疫情 口罩 有 去 人 希望 朋友 真的 回来 戴 来 ][ 人民 为 会 在 吧 就 保护 兄弟 可以 想 人员 医疗队 , 愿 国旗 看 🇨🇳 帮助 专家 美国 友谊 高 请 让 应该 大"
1369,是 中国 @ 会 问 会员 说 看 组织 杭州省 国家 政府 公安部 涉嫌 电子 卫生 商务 法制 记者 世界 提问 会费 人 # 认可 小 窍门 交 微博 傲慢 平台 OL圈 提现 学 让 脸～ 用钱 起来 设 外话 句题 有 要 阻止 事 砸 废 私为 暴揍 想
1370,城市 了 是 武汉 一线 有 杭州 郑州 大 人 没有 排名 发展 真的 好 数字 上 要 能 成都 在 说 上海 吧 @ 青岛 去 可以 支付宝 # 广告 二线 来 上榜 新 数字化 经济 看 让 确实 中国 生活 觉得 浙江 还 深圳 到 会 榜单 手机
1371,疫苗 是 加油 中国 病毒 有 好 能 临床 会 人类 新冠 消息 要 @ 在 试验 # 没有 希望 真的 研制 国家 人员 科研 平安 获批 疫情 灭活疫苗 觉得 应该 可以 科学家 人 进入 出来 多 胜利 说 福 ][ 到 重生 可能 想 为 ( 武汉 成功 结束
1372,了 是 像 鹿晗 有 吧 能 上 多 看 热搜 小 @ 相亲 好 好友 节目 感觉 哈哈 会 真的 要 中国 说 人 粉色 觉得 帅 还 可爱 新 接受 谁 做 去 … 长 微商 过 别 眉毛 异性 买 # 口红 显黑 到 来 看成 油腻
1373,了 中国 韩国 人 是 能 国家 青岛 有 来 会 要 疫情 隔离 政府 山东 口罩 去 请 到 没有 人员 在 好 日本 买 做 多 让 看 病毒 可以 说 方法 人民 真的 希望 还 武汉 为 重视 作业 大 时候 世界 关注 输入 入境 控制 给
1374,是 了 人 平安 🙏🙏 好 安全 有 注意 死亡 希望 香港 中国 能 要 无 过年 新西兰 去 没有 🙏 真的 旅游 说 大巴 过 吗 看 愿 看到 翻车 会 骂 出事 01月 国家 世界 来自 真 做 觉得 新闻 出门 美国 让 事故 哈哈 回复 真是 标题
1375,口罩 了 是 注意 抑郁症 会 哦 有 觉得 点红 想 无奈 找 桶 皮 到 柚子 需要 Binycc 身体 免疫力 四川 还有 求 没有 陪同 办法 爱 来 致敬 行动 好 笑! 测试 应该 问问 : 疑惑 英雄 借 汉子 黑 心疼 一线 软 充满 经历 买 人 棒棒哒
1376,"了 是 张云雷 姜昆 有 说 相声 主席 @ 人 能 就 哈哈 粉丝 让 调侃 要 呢 评论 侮辱 姜 明白 多 出来 苗阜 来 知道 小辫儿 事 # 曲协 在 , 想 没有 谁 看 : 真的 德云社 会 可 道歉 艺术家 还 谴责 好 不是 做 到"
1377,中国 了 是 意大利 加油 要 有 人 好 平安 医生 去 能 医护 疫情 人员 希望 说 会 国家 回来 照顾 看 专家 让 请 哭 归来 还 援助 在 接管 给 ICU 安全 世界 时候 人民 经验 保护 祖国 想 多 回家 感谢 医疗 真的 指导 到 感觉
1378,了 是 榫卯 中国 真的 文化 @ 玩具 好 结构 智慧 有 看 传统 厉害 能 可以 # 想 会 开发 乐高 积木 要 古人 让 玩 做 建筑 买 人 出 到 传承 起来 没有 上 多 工艺 原理 拼接 孩子 设计 希望 技术 说 空间 能力 大 数学
1379,分配 兵哥哥 是 国家 能 哈哈 有 武警 要 哥哥 坐等 评论 给 可以 好 吧 对象 来 抽奖 中国 时候 抽 多 到 爱 去 想 说 等 排队 为 分 人 让 @ 拿 ! 男朋友 包邮 会 帅 号码 转发 # 小哥哥 真的 ( 微博 领 加油
1380,了 车 是 买 有 小 多 没有 方便 上 开车 家庭 到 还 汽车 人 能 堵车 说 想 城市 地铁 在 农村 堵 要 停车 开 车位 @ 家 电驴 真的 算 去 数据 好 停车费 还有 有车 高 拖后腿 摇 会 自行车 打车 可以 觉得 找 地方
1381,了 是 吃 蝗虫 鸡 哈哈 能 会 有 真的 中国 人 蝗灾 好 看 吗 说 可以 到 时候 在 感谢 要 想 上 可爱 还有 做 去 多 付出 让 错付 看到 来 大 牧鸡 小 国家 疫情 为 🐔 全军 防治 没 起来 出鸡 : 笑 农业
1382,是 了 孙杨 人 有 中国 支持 说 要 没有 能 吗 运动员 兴奋剂 人员 上诉 检查 在 让 会 可以 相信 国家 抗检 看 检测 暴力 上 去 体育 禁赛 来 为 机构 国际 加油 拒绝 @ 给 资质 好 问题 结果 真的 # 血样 应该 还 知道 不是
1383,了 是 海军 中国 帅 好 拍 有 @ 要 美 爱 能 🇨🇳 可以 真的 为 厉害 人民 在 看 加油 让 大片 人 好看 渔船 国家 护航 看到 去 来 想 摄影师 祖国 军人 感觉 亚丁湾 拍成 大国 行动 想到 说 红海 好帅 壁纸 帅气 # 上交 女兵
1384,@ 了 去 人 是 有 真的 拍照 恶魔 说 要 时候 危险 看 好 眼泪 安全 会 生命 上 能 在 导游 美 注意 拍 吗 想 那 觉得 下去 没有 好看 中国 景点 … 叫 no 死 看到 围栏 旅游 大自然 巴厘岛 知道 悬崖 掉 该 可以 游客
1385,安全 是 人 菲律宾 中国 生衣 有 去 意识 说 没有 要 会 能 上 游客 可以 救生 救生衣 船 时候 旅游 设备 穿救 真的 做 大 好 注意 出海 国家 旅行社 马代 设施 跟 措施 知道 玩 还 沉淀 穿 到 泰国 请 责任 觉得 帆船 生命 人员 马来西亚
1386,是 换 电信 5G 换卡 能 书记 网络 看 来 好 用 免费 需要 说 套餐 真的 资费 4G 慢 带来 有 荣耀 时候 表示 连翻 微博 上 真是 淦 赞赞 世间 部门 支持 换号 华为 5g 建设 °; °Д 县城 小 18号 会 无 不错 升级 生活 改进 体验
1387,是 电竞 了 游戏 有 打 行业 人才 去 人 缺口 玩 要 故宫 职业 可以 吗 能 选手 需要 竞技 缺 电子 发展 在 还 会 国家 足球 开 说 少年 想 觉得 支持 老 需求 做 好 给 到 多 看 技术 比赛 关注 还有 市场 真的 电脑
1388,了 游戏 是 电竞 有 玩 能 玩家 会 说 打 王者 多 好 行业 市场 电子 上 发展 中国 时候 来 竞技 人 可以 要 算 买 到 时代 没 消费 想 吃 赚钱 世界 手机 妹子 联盟 还有 选手 荣耀 规模 孩子 去 可惜 评论 真是 可能 冠军
1389,朱一龙 肖战 @ 演员 是 恭喜 # 好 期待 了 有 先生 作品 加油 角色 哥哥 评论 更多 投票 ❤ 温柔 会 电视 中国 青年 战战 王凯 配图 战哥 绅士 演技 [ 入围 要 继续 人 少年团 好的 X玖 小朋友 ] 在 看 可期 真的 能 龙哥 支持 小 肯定
1390,"是 了 中国 人 说 偷 有 检测 政府 在 没有 给 国籍 东西 做 看 去 要 钱 能 秘鲁 上 没 免费 , 应该 带 不对 为 ? # 收 盗亦 让 丢人 受检者 媒体 国家 事 法律 知道 直接 真是 z 公民 方法 药神 还有 百姓 收费"
1391,: @ 是 回复 了 人 中国 说 偷 有 东西 法国 国家 去 能 文物 看 会 回来 多 要 抢 在 让 还 好 应该 历史 不是 没 来 厕果 _ 拿 爆壁 那 谁 想 出来 给 做 知道 叫 南瓜 对 瓷器 茶叶 圆明园 民族 没有
1392,了 男排 加油 是 中国 有 女排 看 能 好 可以 江川 真的 人 台北 赢 去 省队 打 比赛 继续 大 成绩 要 上 没有 在 会 伊朗 比 ][ 发球 多 水平 精神 … 打的 知道 说 队 @ 评论 崔建军 卿尧 到 真 不错 # 支持 让
1393,: @ 回复 了 是 男排 有 中国 女排 加油 能 比赛 说 看 好 排球 密斯凡 会 德楼 要 上 在 人 没有 打 多 来 去 真的 伊朗 i-DLKYAHCXLWH 到 精神 可以 还有 大 吗 那 太 女性 继续 成绩 不是 想 让 没 问题 世界 明皓pray 差距
1394,男排 了 加油 中国 是 有 ][ 伊朗 卡塔尔 自由人 好 真的 继续 张哲嘉 垚辰 人 拼 打 发球 能 拦网 比赛 失误 棒 真是 牛逼 决赛 江川 看 要 赢 让 # 戏精 🇨🇳 看到 ～ 多 没有 女排 不错 恭喜 帅 队员 去 为 时候 加油] 血性 [
1395,了 是 辛苦 致敬 中国 院士 人 有 钟南山 英雄 爷爷 为 钟老 感谢 钟 在 能 人民 # 说 要 身体 国家 应该 没有 好 国士 真的 老 疫情 看 怕 国士无双 南山 。钟 做 脊梁 拼 过命 还有 休息 战士 致 让 武汉 天下无双 多 会 希望 请
1396,了 是 人 英国 中国 做 有 首相 数据 疫情 留学生 要 国家 能 上 好 可以 会 政府 没有 说 注意 真的 推特 安全 去 吴芃 来 看 还 美国 加油 知道 优秀 哈哈 为 想 让 应该 到 看到 发布 大 人民 多 不是 祖国 世界 抗议 外交
1397,是 了 回来 口罩 人 要 隔离 好 留学生 能 回国 有 中国 英国 在 防护 做好 戴 国家 可以 @ 感染 说 安全 会 真的 疫情 吧 祖国 注意 到 没有 欢迎 保护 # 想 多 带 让 回 回家 上 去 风险 配合 措施 大 还 人员 应该
1398,了 是 口罩 要 疫情 人 好 中国 戴 病毒 歧视 会 有 没有 # 多 意大利 知道 希望 出门 做 时候 还 在 去 @ 来 美国 说 学校 不是 问题 防护 国家 起来 觉得 能 让 加油 到 华人 摘 人民 : 欧洲 能够 抱 看 在家 视频
1399,了 是 @ # 开学 好 有 真的 要 防护 做好 神仙 世界 中国 人 啊 听 说 能 美 疫情 哭 该 看 背景 加油 想 合作 get 来 会 起来 张文宏 出来 组合 到 上 读书 better 阵容 个人 病例 可以 ][ you 疙瘩 希望 荷塘 钢琴 多
1400,是 中国 了 顺丰 # 克罗地亚 友谊 援助 加油 物资 印度 🇨🇳 长存 好 大国 口罩 风范 能 有 美国 大 人 美好 真的 礼物 戴 爱 疫情 世界 去 飞机 病毒 上 看 就 航空 足球 国家 希望 : 美 国旗 免费 想 国 帮 塞尔维亚 看到 要 没有
1401,中国 是 加油 人 口罩 🇨🇳 有 连德 真的 伍连德 鼠疫 好 能 看 为 在 糖丸 会 哈尔滨 ][ 历史 声音 华夏 过 致敬 做 中华 上 英雄 时候 吃 人民 可以 马来西亚 🙏🙏 儿女 脊梁 应该 国家 大 骄傲 可爱 医生 伟大 博士 知道 疫苗 民族 疫情 病毒
1402,了 是 病毒 有 @ 中国 会 人 # 突变 美国 普京 能 说 新冠 口罩 发现 可能 真的 要 科研 变异 疫苗 好 团队 感染 外国人 想 国家 武汉 人类 疫情 时候 还 看 出 可以 没有 上 世界 : 霸气 希望 反对 可怕 为 条例 多 应该 大
1403,# 来 新 彩铃 视频 蔡徐坤 了 5G 徐坤 移动 合作 体验 宣推官 @ 坤焕 蔡徐 地带 中国 动感 是 蔡 套餐 5g 生日 快乐 期待 能 加油 要 取消 感受 起来 可以 安排 真的 说 玩 客户 希望 客服 好 强制 属于 让 ][ 流量 潮 是否 ( 微博
1404,了 5G 覆盖 信号 移动 珠峰 是 # 中国 有 去 能 峰顶 吗 可以 要 用 4G 人 上 还 好 @ 没有 手机 to 城市 厉害 在 到 地方 联通 4g 评论 发 基站 珠穆朗玛峰 时候 看 直播 服务 整 电信 the 给 5g 朋友圈 ; 那 ?
1405,了 是 移动 5G 有 能 用 微信 手机 消息 会 就 飞信 4G 5g 要 app 可以 中国 软件 APP 短信 腾讯 用户 没有 想 还 说 人 多 没 让 上 到 好 套餐 买 不是 发 功能 做 使用 信号 在 热搜 得 看 网络 打败 联通
1406,是 大G 中国 能 有 刷 人 航天 空间站 去 故宫 可以 加油 人员 要 会 科研 祖国 评论 新闻 大 说 微博 到 开 发射 时候 想 好 关注 特权 知道 给 # 病毒 ( 🐮🍺 事件 人民 觉得 大g 尊重 国家 带 多 让 事 看 烦 问题
1407,了 医生 是 人 有 能 医院 要 医闹 吗 人员 死刑 会 法律 医疗 保护 让 去 说 没有 可以 想 在 真的 安全 应该 家属 杀人 多 医护 社会 好 上 患者 还 生命 到 需要 不是 命 希望 看 死 做 来 治安 保障 谁 管理 看病
1408,疫苗 了 中国 加油 人员 临床 科研 # 是 致敬 新冠 有 @ 人 为 🇨🇳 病毒 能 获 疫情 好 批件 生物 希望 成功 期待 会 辛苦 美国 志愿者 试验 吧 奋战 国家 做 感谢 消息 研发 : 说 祖国 ][ 让 出来 工作者 在 来 // 到 人民
1409,了 是 红十字会 人 会 有 去 武汉 捐 吗 物资 能 要 让 口罩 给 人民 在 没有 红会 多 领导 捐给 政府 红十字 到 想 湖北 直接 人员 说 中国 来 可以 捐款 国家 知道 一线 医院 钱 真的 韩红 医生 医护 做 组织 还 好 央视 上
1410,了 是 手机 小时 网课 看 上 可爱 上网 人 @ 有 网民 好 哈哈 平均 要 就 网络 # 多 玩 时间 收入 中国 说 微博 睡觉 来 没有 小宝 学历 电脑 小 能 少 到 做 宝爷 真的 时长 可以 眼睛 工作 想 游戏 还有 老师 数据 用
